ID_deal,company,annee_deal,type_deal,responsable_deal,equipier_deal,is_client_ou_contrepartie,description_deal,region_deal,sector_deal,taille_operation_m_euro,ca_cible_m_euro,afficher_site,afficher_pitchdeck,is_company,is_alecia,logo_filename
14,Les Ateliers Peyrache,2019,Levée de fonds,TC,NULL,client,"Conseil des actionnaires des Ateliers Peyrache, ateliers de confection textile, dans le cadre d'une levée de fonds auprès d'Apicap",Ile-de-France,Industries,2,< 5,0,1,1,0,Les_Ateliers_Peyrache.png
14,Apicap,2019,Levée de fonds,TC,NULL,contrepartie,"Conseil des actionnaires des Ateliers Peyrache, ateliers de confection textile, dans le cadre d'une levée de fonds auprès d'Apicap",Ile-de-France,Industries,2,< 5,0,1,1,0,apicap.png
15,Temelio,2019,Cession,TC,NULL,client,"Conseil des actionnaires de la société Temelio, société de data marketing, dans le cadre de la cession totale à RedPill",Ile-de-France,Technologies & logiciels,1,conf,0,1,1,0,Temelio.png
15,Redpill,2019,Cession,TC,NULL,contrepartie,"Conseil des actionnaires de la société Temelio, société de data marketing, dans le cadre de la cession totale à RedPill",Ile-de-France,Technologies & logiciels,1,conf,0,1,1,0,Redpill.png
16,Haudecoeur,2019,Levée de fonds,TC,NULL,client,"Conseil de Ergon dans le cadre d'une prise de participation majoritaire dans la société Haudecoeur, importateur de produits agro-alimentaires",Ile-de-France,Agroalimentaire,200,120,0,1,1,0,Haudecoeur.png
16,Ergon Capital,2019,Levée de fonds,TC,NULL,contrepartie,"Conseil de Ergon dans le cadre d'une prise de participation majoritaire dans la société Haudecoeur, importateur de produits agro-alimentaires",Ile-de-France,Agroalimentaire,200,120,0,1,1,0,Ergon_Capital.png
17,Kujten,2019,Cession,TC,NULL,client,"Conseil des actionnaires de la société Kujten, acteur du prêt à porter, dans le cadre d'une levée de fonds auprès de personnes physiques",Ile-de-France,Distribution & services B2C,5,17,0,1,1,0,Kujten.png
17,Personnes physiques,2019,Cession,TC,NULL,contrepartie,"Conseil des actionnaires de la société Kujten, acteur du prêt à porter, dans le cadre d'une levée de fonds auprès de personnes physiques",Ile-de-France,Distribution & services B2C,5,17,0,1,0,0,icone_individus.svg
18,Dream Yacht,2019,Levée de fonds,SF,NULL,client,Conseil d'un family office pour la structuration d'une opération de dette privée asset-backed au bénéfice de la société de location de voiliers Dream Yacht,Ile-de-France,Tourisme,10,80,1,1,1,0,dream_yacht.png
18,Family office,2019,Levée de fonds,SF,NULL,contrepartie,Conseil d'un family office pour la structuration d'une opération de dette privée asset-backed au bénéfice de la société de location de voiliers Dream Yacht,Ile-de-France,Tourisme,10,80,1,1,0,0,icone_individus.svg
19,Sophie Lebreuilly,2019,Financements structurés,SF,NULL,client,"Structuration d'un financement corporate de Sophie Lebreuilly, enseigne de boulangerie accompagnée par FrenchFood Capital",Hauts-de-France,Agroalimentaire,1,conf,1,1,1,0,Sophie_Lebreuilly.png
19,Bolden,2019,Financements structurés,SF,NULL,contrepartie,"Structuration d'un financement corporate de Sophie Lebreuilly, enseigne de boulangerie accompagnée par FrenchFood Capital",Hauts-de-France,Agroalimentaire,1,conf,1,1,1,0,bolden.png
20,EITB,2020,Cession,ME,NULL,client,"Conseil des actionnaires de EITB, entreprise du batiment spécialiste des rénovations de façades et de l'étanchéité des terrasses, à un repreneur individuel",Provence Alpes Côte d'Azur,Immobilier & construction,"3,5",6,1,1,1,0,eitb.png
20,Repreneur individuel,2020,Cession,ME,NULL,contrepartie,"Conseil des actionnaires de EITB, entreprise du batiment spécialiste des rénovations de façades et de l'étanchéité des terrasses, à un repreneur individuel",Provence Alpes Côte d'Azur,Immobilier & construction,"3,5",6,1,1,0,0,icone_individus.svg
21,Y2A Experts,2020,Acquisition,CB,NULL,client,"Accompagnement de Y2A Experts, cabinet d'expertise comptable, pour l'acquisition du confrère Alcyon",Provence Alpes Côte d'Azur,Services financiers & assurance,"0,5",1,0,1,1,0,Y2A_Experts.png
21,Alcyon,2020,Acquisition,CB,NULL,contrepartie,"Accompagnement de Y2A Experts, cabinet d'expertise comptable, pour l'acquisition du confrère Alcyon",Provence Alpes Côte d'Azur,Services financiers & assurance,"0,5",1,0,1,1,0,alcyon.png
22,April Entreprise Est,2020,Cession,GC,NULL,client,"Conseil de l'actionnaire April dans la cession d'April Entreprise Est, courtier en assurances, à l'insurtech +Simple",Ile-de-France,Services financiers & assurance,NULL,3,0,1,1,0,april_entreprise.png
22,Plus Simple,2020,Cession,GC,NULL,contrepartie,"Conseil de l'actionnaire April dans la cession d'April Entreprise Est, courtier en assurances, à l'insurtech +Simple",Ile-de-France,Services financiers & assurance,NULL,3,0,1,1,0,plus_simple.png
23,Le Wagon,2020,Levée de fonds,TC,NULL,client,Conseil de la société Le Wagon dans le cadre d'une levée de fonds auprès de Cathay Capital et d'Africinvest,Ile-de-France,Technologies & logiciels,17,12,0,1,1,0,Le_Wagon.png
23,Cathay Capital,2020,Levée de fonds,TC,NULL,contrepartie,Conseil de la société Le Wagon dans le cadre d'une levée de fonds auprès de Cathay Capital et d'Africinvest,Ile-de-France,Technologies & logiciels,17,12,0,1,1,0,cathay_capital.png
23,Africinvest,2020,Levée de fonds,TC,NULL,contrepartie,Conseil de la société Le Wagon dans le cadre d'une levée de fonds auprès de Cathay Capital et d'Africinvest,Ile-de-France,Technologies & logiciels,17,12,0,1,1,0,africinvest.png
24,Finaxy,2020,Levée de fonds,TC,NULL,client,"Conseil des actionnaires de Finaxy, courtier en assurance B2C et B2B, dans le cadre d'une prise de participation majoritaire de l'investisseur Ardian",Ile-de-France,Services financiers & assurance,160,75,0,1,1,0,Finaxy.png
24,Ardian,2020,Levée de fonds,TC,NULL,contrepartie,"Conseil des actionnaires de Finaxy, courtier en assurance B2C et B2B, dans le cadre d'une prise de participation majoritaire de l'investisseur Ardian",Ile-de-France,Services financiers & assurance,160,75,0,1,1,0,ardian.png
25,Realites,2020,Financements structurés,SF,NULL,client,Structuration d'un financement corporate du groupe de promotion immobilière Réalités,Nouvelle-Aquitaine,Immobilier & construction,5,165,0,1,1,0,Realites.png
25,Riverbank,2020,Financements structurés,SF,NULL,contrepartie,Structuration d'un financement corporate du groupe de promotion immobilière Réalités,Nouvelle-Aquitaine,Immobilier & construction,5,165,0,1,1,0,RiverBank.png
26,Eurasia Groupe,2020,Financements structurés,SF,NULL,client,Structuration du financement d'une opération immobilière du promoteur et foncière Eurasia Groupe,Ile-de-France,Immobilier & construction,5,50,0,1,1,0,Eurasia_Groupe.png
26,Riverbank,2020,Financements structurés,SF,NULL,contrepartie,Structuration du financement d'une opération immobilière du promoteur et foncière Eurasia Groupe,Ile-de-France,Immobilier & construction,5,50,0,1,1,0,RiverBank.png
27,Come to Paris,2020,Financements structurés,SF,NULL,client,"Structuration d'un financement corporate de Come To Paris, plateforme digitale touristique",Ile-de-France,Tourisme,1,3,0,1,1,0,come_to_paris.png
27,Bolden,2020,Financements structurés,SF,NULL,contrepartie,"Structuration d'un financement corporate de Come To Paris, plateforme digitale touristique",Ile-de-France,Tourisme,1,3,0,1,1,0,bolden.png
28,Bolden,2020,Cession,SF,NULL,client,"Cession de Bolden, fintech spécialiste du crédit aux PME, à la banque luxembourgeoise RiverBank",Ile-de-France,Technologies & logiciels,NULL,conf,1,1,1,0,bolden.png
28,Riverbank,2020,Cession,SF,NULL,contrepartie,"Cession de Bolden, fintech spécialiste du crédit aux PME, à la banque luxembourgeoise RiverBank",Ile-de-France,Technologies & logiciels,NULL,conf,1,1,1,0,RiverBank.png
29,Nous Anti-Gaspi,2020,Levée de fonds,GdS,NULL,client,"Conseil de Nous Anti-Gaspi, réseau d'épiceries luttant contre le gaspillage alimentaire, pour une levée de fonds auprès de Manifesto Ventures, Quadia et Eutopia",Ile-de-France,Distribution & services B2C,8,12,1,1,1,0,nous_anti_gaspi.png
29,Manifesto Ventures,2020,Levée de fonds,GdS,NULL,contrepartie,"Conseil de Nous Anti-Gaspi, réseau d'épiceries luttant contre le gaspillage alimentaire, pour une levée de fonds auprès de Manifesto Ventures, Quadia et Eutopia",Ile-de-France,Distribution & services B2C,8,12,1,1,1,0,
29,Quadia,2020,Levée de fonds,GdS,NULL,contrepartie,"Conseil de Nous Anti-Gaspi, réseau d'épiceries luttant contre le gaspillage alimentaire, pour une levée de fonds auprès de Manifesto Ventures, Quadia et Eutopia",Ile-de-France,Distribution & services B2C,8,12,1,1,1,0,quadia.png
29,Eutopia,2020,Levée de fonds,GdS,NULL,contrepartie,"Conseil de Nous Anti-Gaspi, réseau d'épiceries luttant contre le gaspillage alimentaire, pour une levée de fonds auprès de Manifesto Ventures, Quadia et Eutopia",Ile-de-France,Distribution & services B2C,8,12,1,1,1,0,eutopia.png
30,Gault & Frémont,2021,Cession,TC,NULL,client,"Conseil des actionnaires de Gault & Frémont, fabricant d'emballages papiers, lors de la cession totale au Groupe Guillin",Ile-de-France,Industries,150,70,0,1,1,0,Gault_and_Fremont.png
30,Groupe Guillin,2021,Cession,TC,NULL,contrepartie,"Conseil des actionnaires de Gault & Frémont, fabricant d'emballages papiers, lors de la cession totale au Groupe Guillin",Ile-de-France,Industries,150,70,0,1,1,0,Groupe_Guillin.png
31,Uside,2021,Cession,TC,NULL,client,"Conseil des actionnaires de Uside; cabinet de conseil en accompagnement, dans la cession du groupe à Sia Partners",Ile-de-France,Services B2B,7,11,0,1,1,0,Uside.png
31,SiaPartners,2021,Cession,TC,NULL,contrepartie,"Conseil des actionnaires de Uside; cabinet de conseil en accompagnement, dans la cession du groupe à Sia Partners",Ile-de-France,Services B2B,7,11,0,1,1,0,Sia_Partners.png
32,Capelli,2021,Financements structurés,SF,NULL,client,Structuration d'un financement corporate du groupe de promotion immobilière Capelli,Auvergne-Rhône-Alpes,Immobilier & construction,5,190,0,1,1,0,capelli.png
32,Riverbank,2021,Financements structurés,SF,NULL,contrepartie,Structuration d'un financement corporate du groupe de promotion immobilière Capelli,Auvergne-Rhône-Alpes,Immobilier & construction,5,190,0,1,1,0,RiverBank.png
33,Cap Industrie Kleindienst,2021,Acquisition,GdS,NULL,client,Conseil de Cap Industrie Kleindienst dans la reprise des activites high voltage et du site d'ALLONNES auprès de TE Connectivity,Pays de la Loire,Industries,0,20,1,1,1,0,cap_industries.png
33,CKB,2021,Acquisition,GdS,NULL,contrepartie,Conseil de Cap Industrie Kleindienst dans la reprise des activites high voltage et du site d'ALLONNES auprès de TE Connectivity,Pays de la Loire,Industries,0,20,1,1,1,0,ckb.png
34,Quadia,2021,Acquisition,GdS,NULL,client,"Conseil à l'acquisition pour Quadia pour leur prise de participation dans le groupe CETIH, spécialiste de l'enveloppe de l'habitat et de la rénovation énergétique",Pays de la Loire,Industries,140,205,1,1,1,0,quadia.png
34,CETIH,2021,Acquisition,GdS,NULL,contrepartie,"Conseil à l'acquisition pour Quadia pour leur prise de participation dans le groupe CETIH, spécialiste de l'enveloppe de l'habitat et de la rénovation énergétique",Pays de la Loire,Industries,140,205,1,1,1,0,cetih.png
35,Corse GSM,2021,Financements structurés,CB,NULL,client,"Conseil de Corse GSM, oéprateur téléphonique, dans le cadre d'un financement bancaire",Corse,Media & communication,3,7,1,1,1,0,Corse_GSM.png
35,Crédit Mutuel,2021,Financements structurés,CB,NULL,contrepartie,"Conseil de Corse GSM, oéprateur téléphonique, dans le cadre d'un financement bancaire",Corse,Media & communication,3,7,1,1,1,0,icone_banque.svg
36,Patie Michel,2021,Cession,CB,ME,client,"Conseil des actionnaires de Patie Michel, expert en tuyauterie industrielle, dans le cadre de la cession de la société à Perseus",Provence Alpes Côte d'Azur,Services B2B,"5,2",5,1,1,1,0,Matie_Michel.png
36,Perseus,2021,Cession,CB,ME,contrepartie,"Conseil des actionnaires de Patie Michel, expert en tuyauterie industrielle, dans le cadre de la cession de la société à Perseus",Provence Alpes Côte d'Azur,Services B2B,"5,2",5,1,1,1,0,Perseus.png
37,Optimum CIT,2022,Cession,ME,JB,client,"Conseil des actionnaires de Optimum, éditeur de logiciel santé, pour la cession de la société à Neox-It",Provence Alpes Côte d'Azur,Technologies & logiciels,"26,5","6,5",0,1,1,0,optimum.png
37,Groupe NEOX,2022,Cession,ME,JB,contrepartie,"Conseil des actionnaires de Optimum, éditeur de logiciel santé, pour la cession de la société à Neox-It",Provence Alpes Côte d'Azur,Technologies & logiciels,"26,5","6,5",0,1,1,0,neox_group.png
38,Euronext,2022,Acquisition,GC,NULL,client,"Accompagnement d'Euronext pour l'acquisition d'une partie détourée des activités ""Capital Markets"" en Italie du groupe SIA",Europe,Services financiers & assurance,NULL,NULL,0,1,1,0,euronext.png
38,SIA Advanced Technology Solutions,2022,Acquisition,GC,NULL,contrepartie,"Accompagnement d'Euronext pour l'acquisition d'une partie détourée des activités ""Capital Markets"" en Italie du groupe SIA",Europe,Services financiers & assurance,NULL,NULL,0,1,1,0,la-sia-advanced-tech.png
39,ICG,2022,Levée de fonds,CB,NULL,client,Accompagnement au financement du rachat des titres de ICG à un actionnaire minoritaire,Corse,Distribution & services B2C,4,42,0,1,1,0,icg.png
39,Cédant individuel,2022,Levée de fonds,CB,NULL,contrepartie,Accompagnement au financement du rachat des titres de ICG à un actionnaire minoritaire,Corse,Distribution & services B2C,4,42,0,1,0,0,icone_individus.svg
40,Omnes Education,2022,Acquisition,TC,NULL,client,"Acquisition de EU Business School par Omnes Education, groupe d'éducation supérieur ayant une volonté d'internationalisation",Europe,Distribution & services B2C,10,15,0,1,1,0,Omnes_Education.png
40,EU Business School,2022,Acquisition,TC,NULL,contrepartie,"Acquisition de EU Business School par Omnes Education, groupe d'éducation supérieur ayant une volonté d'internationalisation",Europe,Distribution & services B2C,10,15,0,1,1,0,EU_Business_School.png
41,Omnes Education,2022,Acquisition,TC,NULL,client,"Acquisition de CEI par Omnes Education, groupe d'éducation supérieur ayant une volonté d'internationalisation",Europe,Distribution & services B2C,3,3,0,1,1,0,Omnes_Education.png
41,CEI,2022,Acquisition,TC,NULL,contrepartie,"Acquisition de CEI par Omnes Education, groupe d'éducation supérieur ayant une volonté d'internationalisation",Europe,Distribution & services B2C,3,3,0,1,1,0,CEI.png
42,Holly's Diner,2022,Financements structurés,JB,NULL,client,"Accompagnement de Holly's Diner, groupe de restauration national, dans le refinancement de ses dettes bancaires",Centre-Val de Loire,Agroalimentaire,15,25,1,1,1,0,Hollys_Diner.png
42,Banques,2022,Financements structurés,JB,NULL,contrepartie,"Accompagnement de Holly's Diner, groupe de restauration national, dans le refinancement de ses dettes bancaires",Centre-Val de Loire,Agroalimentaire,15,25,1,1,0,0,icone_banque.svg
43,Keller Williams,2022,Levée de fonds,JB,NULL,client,"Accompagnement à la levée de fonds obligataires pour Keller Williams France, groupe d'agences immobilières, auprès d'Entrepreneurs Invest et de banques",Provence Alpes Côte d'Azur,Immobilier & construction,12,10,1,1,1,0,Keller_Williams_Trianon.png
43,Entrepreneur Invest,2022,Levée de fonds,JB,NULL,contrepartie,"Accompagnement à la levée de fonds obligataires pour Keller Williams France, groupe d'agences immobilières, auprès d'Entrepreneurs Invest et de banques",Provence Alpes Côte d'Azur,Immobilier & construction,12,10,1,1,0,0,icone_individus.svg
44,Olymp'Etiq,2022,Cession,GdS,NULL,client,"Conseil des actionnaires d'Olymp'Etiq, fabricant d'étiquettes pour les secteurs agroalimentaire, dans le cadre de la cession à Labelys Group",Normandie,Industries,10,35,1,1,1,0,olympetiq.png
44,Labelys Group,2022,Cession,GdS,NULL,contrepartie,"Conseil des actionnaires d'Olymp'Etiq, fabricant d'étiquettes pour les secteurs agroalimentaire, dans le cadre de la cession à Labelys Group",Normandie,Industries,10,35,1,1,1,0,labelys_group.png
45,Covline,2022,Cession,GdS,NULL,client,"Conseil de l'actionnaire de Covline, éditeur d'un logiciel dédié au recouvrement, dans sa cession au groupe Infolégale",Grand Est,Technologies & logiciels,5,3,1,1,1,0,covline.png
45,Infolegale,2022,Cession,GdS,NULL,contrepartie,"Conseil de l'actionnaire de Covline, éditeur d'un logiciel dédié au recouvrement, dans sa cession au groupe Infolégale",Grand Est,Technologies & logiciels,5,3,1,1,1,0,infolegale.png
46,BC Transports,2022,Cession,GdS,NULL,client,"Conseil de la famille fondatrice de BC Tranports, acteur du transport de marchandises, dans le cadre de son adossement au Groupe BERTO",Provence Alpes Côte d'Azur,Transport & logistique,20,30,1,1,1,0,bc_transports.png
46,Groupe Berto,2022,Cession,GdS,NULL,contrepartie,"Conseil de la famille fondatrice de BC Tranports, acteur du transport de marchandises, dans le cadre de son adossement au Groupe BERTO",Provence Alpes Côte d'Azur,Transport & logistique,20,30,1,1,1,0,groupe_berto.png
47,HMR,2022,Cession,CB,NULL,client,"Conseil de l'actionnaires de HMR, acteur de la grande distribution, dans le cadre de la cession de la société à un adhérent E.Leclerc",Corse,Distribution & services B2C,NULL,43,1,1,1,0,hmr.png
47,E.Leclerc,2022,Cession,CB,NULL,contrepartie,"Conseil de l'actionnaires de HMR, acteur de la grande distribution, dans le cadre de la cession de la société à un adhérent E.Leclerc",Corse,Distribution & services B2C,NULL,43,1,1,1,0,E_Leclerc.png
48,Jardin Molinari,2022,Cession,CB,ME,client,Conseil de l'actionnaire de Jardin Molinary dans le cadre de la cession à un trio d'investisseurs personnes physiques,Provence Alpes Côte d'Azur,Services B2B,NULL,2,1,1,1,0,Jardin_Molinari.png
48,Confidentiel,2022,Cession,CB,ME,contrepartie,Conseil de l'actionnaire de Jardin Molinary dans le cadre de la cession à un trio d'investisseurs personnes physiques,Provence Alpes Côte d'Azur,Services B2B,NULL,2,1,1,0,0,icone_confidentiel.svg
49,Lovial,2023,Financements structurés,SF,NULL,client,Levée d'une dette structurée auprès d'un family office dans le cadre du développement d'un loueur de véhicules professionnels,Auvergne-Rhône-Alpes,Services B2B,2,conf,1,1,1,0,Lovial.png
49,Family office,2023,Financements structurés,SF,NULL,contrepartie,Levée d'une dette structurée auprès d'un family office dans le cadre du développement d'un loueur de véhicules professionnels,Auvergne-Rhône-Alpes,Services B2B,2,conf,1,1,0,0,icone_individus.svg
50,Sarbec Cosmetics,2023,Cession,GdS,NULL,client,"Conseille des actionnaires familiaux de Sarbec Cosmetics, concepteur cosmétique et parfumerie fournisseur des plus grandes marques, au Groupe Vabel",Hauts-de-France,Industries,100,120,1,1,1,0,sarbec.png
50,Vabel Groupe,2023,Cession,GdS,NULL,contrepartie,"Conseille des actionnaires familiaux de Sarbec Cosmetics, concepteur cosmétique et parfumerie fournisseur des plus grandes marques, au Groupe Vabel",Hauts-de-France,Industries,100,120,1,1,1,0,vabel_groupe.png
51,Pont De Bois,2023,Financements structurés,GC,NULL,client,Levée de dette d'acquisition d'un acteur local de la grande distribution spécialisée dans le bricolage,Bretagne,Distribution & services B2C,NULL,NULL,1,1,1,0,pont_de_bois.png
51,CE BPL,2023,Financements structurés,GC,NULL,contrepartie,Levée de dette d'acquisition d'un acteur local de la grande distribution spécialisée dans le bricolage,Bretagne,Distribution & services B2C,NULL,NULL,1,1,1,0,caisse-epargne-bretagne.png
52,Kanopé,2023,Cession,GC,NULL,client,"Conseil des actionnaires de Kanopé, cabinet de gestion de patrimoine indépendant, pour sa cession au groupe Métagram",Occitanie,Services financiers & assurance,NULL,NULL,1,1,1,0,kanope.png
52,Métagram,2023,Cession,GC,NULL,contrepartie,"Conseil des actionnaires de Kanopé, cabinet de gestion de patrimoine indépendant, pour sa cession au groupe Métagram",Occitanie,Services financiers & assurance,NULL,NULL,1,1,1,0,Metagram.png
53,Maison Bracq,2023,Cession,CB,GC,client,"Conseil des actionnaires du groupe Maison Bracq, multi magasins d'optique sous enseigne, dans le cadre de la transmission à un groupe de cadres",Pays de la Loire,Santé,NULL,15,1,1,1,0,Maison_Braco.png
53,Retriever Invest,2023,Cession,CB,GC,contrepartie,"Conseil des actionnaires du groupe Maison Bracq, multi magasins d'optique sous enseigne, dans le cadre de la transmission à un groupe de cadres",Pays de la Loire,Santé,NULL,15,1,1,1,0,retriever_invest.png
53,BNP Dev,2023,Cession,CB,GC,contrepartie,"Conseil des actionnaires du groupe Maison Bracq, multi magasins d'optique sous enseigne, dans le cadre de la transmission à un groupe de cadres",Pays de la Loire,Santé,NULL,15,1,1,1,0,bnp_paribas.png
53,Sodreo,2023,Cession,CB,GC,contrepartie,"Conseil des actionnaires du groupe Maison Bracq, multi magasins d'optique sous enseigne, dans le cadre de la transmission à un groupe de cadres",Pays de la Loire,Santé,NULL,15,1,1,1,0,sodero.png
54,Confidentiel,2024,Cession,CB,NULL,client,Conseil des actionnaires d'un groupe multi-site sous franchise dans le cadre de la cession à Carrefour Proxi,Ile-de-France,Distribution & services B2C,20,22,0,0,0,0,icone_confidentiel.svg
54,Carrefour Proxi,2024,Cession,CB,NULL,contrepartie,Conseil des actionnaires d'un groupe multi-site sous franchise dans le cadre de la cession à Carrefour Proxi,Ile-de-France,Distribution & services B2C,20,22,0,0,1,0,carrefour_proxy.png
55,CHR Numérique,2024,Cession,GdS,NULL,client,"Conseil des actionnaires de CHR Numérique, spécialiste de la conformité sanitaire des métiers de bouche, dans sa cession à NewAlpha Verto",Bretagne,Technologies & logiciels,15,12,0,1,1,0,chr_numerique.png
55,New Alpha,2024,Cession,GdS,NULL,contrepartie,"Conseil des actionnaires de CHR Numérique, spécialiste de la conformité sanitaire des métiers de bouche, dans sa cession à NewAlpha Verto",Bretagne,Technologies & logiciels,15,12,0,1,1,0,new_alpha.png
56,We Group,2024,Cession,TC,NULL,client,"Conseil des actionnaires de WeGroup, acteur multi-sectoriel de l'inspection amiante, dans sa cession à Socotec",Provence Alpes Côte d'Azur,Immobilier & construction,8,12,0,1,1,0,we_group.png
